# data: ECDSA verification vectors; focus on format/validation as per SEC 1/2. Avoid key-recovery writeups in public threads.
msg_hash,r,s
3b352f1681a327118f3df1d1aee69331afec605564252937210907fa2dff0aca,cf14356ff241219efd85580198e87f91f2e97a4dede76a7a0d4af101e6f6edc2,f878e2bd67496886cb0a8b49d12b4fd7697e3e3f0908df198867228f75b080a8
c400f8671ba70580e75527d2427624443393038be709e22f52e54ba44830c98a,98707f84647d9520bbc3bff977dcd2895f38711e728fed63dd1aa0108722eb8c,204f969482be11aef79daf15590ab93e6a21759cd25e034e84d307d139b98668
5993980cf1cc2337b497acef6462af70159651f143cd64a35d11ca259ef0ff33,1408e97a34e87648809821eaf9f9e8386f6d25ac3a13e274e23dd03523085648,d4eef25827b5337a8e7254e4796979bcb84462c6f1d0ee2913a6e2824140167c
3761fbe670463d34b1b9f16699b12860f54f95d6871f9c950fc515ae95c8a1f6,cc0ca515c0857b2d608dee196421ebe395aaa1ce4e88d2a4f3cec693ee96d5c7,98c4644996b95203e3eada42ad0ca5a991196213c27f4853d26f6c10a2624bb0
f074b1b2792f91a0c84e9f3ac28dfb88dd6c1a123a53c4bedf990ad7fdd0dfd1,0cef6176da684a188bc3123c7153776015b96b3371a03de8ed2ea23f490d9ec7,02a44458c2daf7f3ca7217adea14370e4ad71062ee5d4171c79bd33356462c10
6fd90bee5cd3dcd0b1d02475b66f6785f6e0acf0793ce4503b8ef578539cddce,21d65b43e1d2dffa5a43d198ea35bc2baed18567f93bdfecd06020af8bdf7a74,6686ca49a199e1f2d75ea1be27b840b18f360e482b28cacd11646b42cac1656c
dd7b8a077132c10e91f226e9e7266ff0a3d01065c50782af3b4e8a2144ab4dd4,dc580bf717acb9511efa04a501e56df5541e5ea6767c57f4a9ffa830029ef61a,5d9461cd1c156e974abc7c2e5a2091ad7d8e0d74c242035c5b2c7fab05c5240b
d15fa853e941b42036499cbc1879ea8638baa28062322619d42c297373dd0fe5,127e61058f8f34f02f8fac0db7d3abf0cf0e36a04e5a7665599179549b5b0295,7b581dda06b6a6a77e8356c827ab901cfd21f30a6ee5e9679dd36763d1352a46
66d3e884544c2b1f7c94c9fd21ec99a23c91939fe7bab3e15207838f7a977311,a220778e1989055c8f10b778f1a6a4ca1f2ad81effdaa48770964cea54be8d1d,efe9dc2abb905345f8ec526e4c8d9ed96b5ed1b44afc71e6b55307bb244dd655
87b36e6a74867880b715185c24233eee57191c81dc804c013611b5684640e3c6,f4b6c9e1acbb9e94cb2a27d8fadb78f730d4916aa8a023ac7f116a5d52a8522a,392d6b2079f3afb4fc2fa56685ee378eecd0a4c746d75abbb59dfbc7a2b312fd
7da67cff62c5074383edf75050b291f203711f98b7e6b2f71916f1e78f7b6392,51b5ebfe2a93d66d691f47d0eb2d3ba421ec7339fe0b4c6af8847040c0b56af8,4ead9fef4f20b2e16efd218afba076ba122b777dfdfd8271ecd336caa8377f6e
84730fefa9cbe0ec881b6f5b3e72c29b087d841413fe8238350856ce02b3b0d3,6fefd8485dcb048fb3c189905fa4f14973c2521c39599c542d0fa87672533e65,f0c0311cf6266d59f5419d4570fb3cc9a7b917e0a887d4ea8d3e121671ac4896
41e3aa54c6808081b76efde772ce4320594bec87750fbb3893fc1285c6645391,732a1300a7c442bdcd16a203c0cffb030fe70b5436546c91ede26ff416554ebf,a5e43c078055b890cddfebdba8241b61800583b1a73f9473c93b37c7f1235bc4
760c7e1de98b904fb0b7d31467e5bb01e18c61b88361019e1b4054f060970b9d,e1a437523b93bc7941f588b650e6b83a3e71464bdbce46a7dcbaa16ab8ebeba9,7395854741a957b1d900ccf377c67c050550a951b89729d788192e287ff415cf
e4abedf51243c30a248b56042d5c1fcb396ad2ea78d747c44eb2c003f875ff2d,e49f18ec375bf165f8e89a8ea7d30061b0b94a6cbfdc33a0071da624f26582a5,a91d794ca0f2d43e4b27833edd6275e40846ed937471492454c7de5f3b678a2f
c5029f9639c0266c476a2a79beb5a864be48c30eb13cefd66b32dfd14f230b0b,d9a5f25d7db15c7034c4890476a6cda81064222873bb80bcee1f16713d2f9666,d649d8d9bb24cdd93e91e3f4794f237fd79754f1965c4094d16c5e3a4949a76e
684e82b43969ffcd6d01274a324b20cc5a2070c23785049bd06829238249b0c3,bf860ff064f8278e069f28feebc42753478e228a1bdfd7ba20520bbc882c7407,3c8d1900c49c8616627db429c13621b6038c69924b032abc8d667a1426bebf86
a85e3614a3f7ff93d54740588a26886af54e4e4b17d7926232d4afbd61d0ae41,d021fed5e4d6d40d584cd5998dfe272e7d637bd00d5b5005e4c712eef2f206cb,853e489982dd4a88c8e13ac36c958fa2a4113c51484ab24b5c64032264adc63c
a1b9d760402309ca3ae56dc740a0c6884cbc8cff6921f86c1afbca7cc4838e83,3dcbf5c48ef9e91a57e26cb2a4ae2b379da7f72e167d2dd7d0b9b385f279e7a3,23b9bb1b7bb1da1bf51a0260d96a70d042079b78f831e4135049582b9124a360
aec864d0a0f673e3cd6265c91ff66029597c1f927efeaeccc7e3a72e1cb8afb8,1fcd7b86437a5f5101b3756f8edb4dc193629d6453bb672635f190ebf6cfc646,660deac773fd3ae92c1f8d297cfb08736bbf5bf82748354521101f4e23291ee7
fe81fdaed70d6cae3f63e13403601636ab3108e69a532d918a9927a406cb6161,ae6ff83ceb7cfac35bd58698f455c988b6e3f8bbd2ba9b21bb05084f0db1f025,1ae428389a79a08f6faaaefd047996d27d275cdd5d48f5e6c55c60b9b062491e
aaf101bc279a7ea5ab78a56b9a497d91bb28a6b46813e3260add9611d31258a6,79baaf4925aeba547727c3e951bcabdd9f7ee8b38e3b87d3644c9ee6d1d36dcf,fb8a1a35941dcbc3e997d6fe0aeef56e2036f8cf623894ee90ca04905052120c
c0d1f484e15781d188da09b12620e52e46187a91381737d84c83bc5f6ceb672b,1d83b8373dfc84b29043ec7503f35a28dbb4134824328de59b7cd0ba6f2c98d6,b0d57b963df51fa5cc951dcd11b260c99fdce4099d47efe9bb846e270ba76bb3
89127314ecbb0b547873fa2754927779dd6496457ae9e1ce5822eb2603fe15d7,d84782e582672e2653dccd3f8ae44fb26271a2ca491dc2d77cd49dc979295904,d79db6dfe2ab909a1d9f7eb73ff69ba5ee610f0f6c46e645c02d4d2e8d787e41
917fa0e3feb4c08d2e6bc4b1e17baf7300fcca7cc7372f9c4294eb8d2c0484ef,8ed79abd3dd7a3e9e187e93cb220c4a90787da03bfb269b0a86561c4be05f403,be193db0d2cfcc73513c59fc0f6606b3137f8b0ea83d8de5a19b98dcba744da4
f642c913bb68ed7c2bb25b2bca4ac46ba4174d4d7f1f41cc33d9139417f263e9,e250d15abd60743428a9c9e2e2dc52a96942fa771f45b96e4798dede40e8e741,6f05611d557d97972b3b90a4e47b5a60c0cfacad26c1a502c68cdf01154b0e80
3be72daba6363f32d80b19efb903dc2f3e1f790a4dc685adfd7f2f9079984cf4,84a8291c02b3207c021c891dba76ba19ce97096184a64462455c75b3f8e6b737,212f350286f7906dd0a4f6878a2dcab6b20253c8df3f6e9711280f5f136d80dd
b37fe5dc4ed58ca7d8f9d5b3327fad0201af695deb9cbced4c38b1c9702b29b5,99fc00c591833a534f8b15c12070417de2c731d23c30ceb0d57cfbdc8b848e53,ea804a6dc89706fcef0109939a98c3dbe2dc7ecb94bfdcc958093ca0152040fe
9d31247223fd7a5f79f07c6c537d99e2ff47ca4e091402e70250e07587d0d1cf,719e6a6aa0788bbb96ee1cd66b78b3219ae92e7ceaeac9775551e9f8ff654462,225e65af6c90f9815df288c4d71d1f76948cf89f6649524691202484c1bcedef
e1518901b509e0e8434921de1135d3aceaf57078c375979e6db4ee44aee9f441,6eedf80e63a7be21dd48fb29baea8c3bf1aa6143955a880678220ddd0ea0a8f1,f7c793edf57c1c4e56ed717f3de32108b2171b42df6eed9144296acb6f1948c8
e9fc46c28eb774c6a8bd402bae68f19ea07755e6311ca0e9a37e0062a4cffe20,711afa47c83583d0c4eb87d71b6e2644f62912faf3211b7d27c4bd0c9b1fa919,6bcf2ee51fa41d90781f18a0b76fa2c7f77a9f80fd13640e13e559ba960f4c1b
94bb223da19206495c97e8a23576ebdcb98e1491dc8d1e2e09a133a0b3fb1d39,9bd2c213260ab3341ec36bf25ed15c2b3c103d2a6f7c08aee8d24ec379ed73a8,fbb064132704866a9c35ccba05ec2507d54f04ac403428119db40972b0ff1f20
11253f6dba41bba367ea8873820b173e0a6b117b8d45d3b8931c158dd50b089d,12521df1c164a17731805f641f20a8b8a10019d4649ae96aa71fd4166807e173,4fd477b5413d4b6007271daef493a9477c188e710d74aca9120963eea518fc6d
a203f6980858283a27d1b2178887be95f329425b3989d5399b315b628dece737,e617ea5570e9c16fcfb4ad94b91dd2add65cf0a23e8669baa609d743d5fbf790,ac787b987aec1821b37e5db0efaadda8ed58b89e67192e77283ddb623f132c1d
13b3d04f4866e4d802829d41f8a856d0be6fe342a1b2403cf02362788125057b,a7acbe4fc34e910a1437d2488a5db3b6c21186f50e9cda08292cbe84ffec254c,e3eeb81de833e1197b3f26a1904c7c897acdd747bf9d673007ec87b74a1bbe4d
55aba763a96cef6e35859ae95231ed92e7eab072e875f7a3e1de2d363fd578f4,1295ea063956527f07cda1fb0b2e3736ce8166dd48ad41b94e9de37cb6116227,af4e9bdfcbbc8e813f12d1fea110c4b3f6d532d602bd4a355f02686e24db6fa1
1514c331cf4345894051db69d5c483ea210fcbd170ff56c8880e7c20f6e3eb7c,10064a715f9d2ada76ee5d68083d7bb3ecaee5c5d7fa1a339d96ea506a8410d8,88972a0c6d5e2edf48d39bf13ededf21abbcea780a609632c67e56a9c90dd9f7
6ed58b1e041d2c1ec6e2907549e9bf1ae8fbf4d37b854ae14227a25be5e5070f,acb4468854ac3d645a5104f7bfd485fc43a8a1b0cb13e255d34800db66579ca5,ad6ed016b8f2c83180ce6aa3e9915f15f3ac4f508e582c85b2f39df1f3f03677
8c577496edcd28d83c2fa3c7862b7461c56c818989142bcb0059c261b30b8bfd,4d12343302ce70269a71167c4b1a116a4413d7438f5732a6124855281630d054,24945a160fa300784642068f0cb3009f2dbc29ffb717b9ddee627bcf270b84be
cb6c2f29f85b562bf5280172a8c598b20b4252eb4587830c73cdc45ab9ee9978,95ee55092b544394e70e31b7ae0ad15ccf73f90610cbdfaa4e1907870df00182,8c83c98ec8d5651541afa5e6af7d4a485b51252323dc120daf1592dedad09eed
89e3422e075c541d61ef957f99cccb9dac4c32d0d026e1a29b876d814cbab452,704c6e1335b5cd71b0ef8547dd929a1c06554df9b98b912b614f93bf7a6fdb14,f57cfb8c5c9f28c85e0cf2e3d4a422cc77640f2f3a6f1f305f94a26633278f75
7708a6494e305048a3d45fbac340b73d54ae77e35da0c22c9cb7fac7bc5f9c12,05fdc761991f0a4af3f4f5d05bb0ba2267de72e2e942e2f9a961a59d3d0e7712,3a75ce8430e13ab71819aaddf72a3e7d5c0330302c04505fb7f3f81e956c380a
13aa90537b18feee7db026be7b9d1e0fa40029ee39f35cb65f52f1cc49a2edce,53719ac7b62ee1bc0e3ace52a4df34bb5abbb3f27d9c8e30e48fdb4cc1bbdaa5,f47adaac373ee801ee68d38922dcde5cdb1540c694440732a77126dfb0ae59ba
9310e635355c5bed248c872ef823a6774dc2116aa1ae0f3395f0bf9a2510c28f,b6834bb975c674522a3c38aba27f1acce265e2d22cdc73f8d0e5c92dc3fd12a1,5975b50096b0bf5dac2956b07e1fc438f23c8757fbc39a3eb6c90c8aa84d1f81
a4444ea752550d929071b2ed56d5fb82e28173ce8e718ea3a9819a4395bd4094,df5363a7a2fbe8a313221e4c76e19594e5af4608378e5f812233c9411d3d259b,3f6568078923333caf089ad586a07da2543dc34a005734c7a7405a189d9b989e
884f7a2cb6025c3286b7f4fb66d191871eed676833ed553766abd0a7cbfaca5c,b1c28b2fd924ae5b415719e4225dd185513159e3eaeed05555f52b00acfa76a8,c10b4fb9fbd6a68e46515c0d7b38a79543b0278516ee0c5df8514a8e98ee57dc
8058ce9d5d26302d778c429ece382a650d9260b785b790f9fba3fe8260d830bb,aca9c825c128f2f895b99ba8edff365ed90b0bd8a1769a8c6f61c20787973344,d05ff72d152e839b8583eb29c78b426b85d8f7d511ea372a87bfa3d46fed0079
c0232db1379bca86cb2b9c3af25732e0a63c9f7fd7920b504d68c28622401e70,185ed88f0ba39eb1c42b640207aad983647ea7e26ab0b8a707aa287c7911a73e,f472a52633560cea0283bdd0531ee0b576a8cd6bd984d612f271fa89299e33e3
e5746d8864820f762e59117860f610e6d970d62d95195f68dd5ce96996ff85e0,207f9a877b54c3753b7ded6d71481bfc4b83cd8186218da3031eb1fa0e88ba53,b0a35002957d03e29f5035a80b329a1e3265c77fde87f8d6861bc1afd3a19952
d3bae222fa53085c7314771a1c7721252fd1b81ac2445c0b9dd232e7b7ef7dc6,8a27681d2198ce512e4e4c9d868c985ebdfd27e0b5ffc667a290f5d0dec29c1b,53373e399dcda46bd9583047d8c5a0b344e03e14a2843afd9ce3be3091556f5b
11b9e5a51d4430f16264c5005afe4d67a8cce3335dc5172e1a510789ee34d69c,69c4b08d0ec644ce27f312625f8b19b1cbb5a3a049eadc17b98cc583d20113ac,5c20010193b9bcf757463168bd0b6de7bc24ed006f0d01f6fcf441767fc2a5ef
